filename,width,height,list_of_class_name_and_box
car/train/images/00114.jpg,640,426,"[['car', (19, 72, 624, 397)]]"
car/train/images/00115.jpg,400,267,"[['car', (26, 90, 376, 243)]]"
car/train/images/00116.jpg,786,492,"[['car', (132, 120, 667, 401)]]"
car/train/images/00117.jpg,753,383,"[['car', (84, 44, 663, 342)]]"
car/train/images/00118.jpg,630,420,"[['car', (87, 235, 591, 412)]]"
car/train/images/00119.jpg,1368,1026,"[['car', (173, 370, 1207, 960)]]"
car/train/images/00120.jpg,200,150,"[['car', (3, 19, 195, 114)]]"
car/train/images/00121.jpg,640,480,"[['car', (49, 143, 487, 455)]]"
car/train/images/00122.jpg,300,200,"[['car', (72, 67, 233, 176)]]"
car/train/images/00123.jpg,2100,1575,"[['car', (151, 568, 1954, 1271)]]"
car/train/images/00124.jpg,285,214,"[['car', (14, 88, 271, 178)]]"
car/train/images/00125.jpg,2048,1536,"[['car', (135, 761, 1894, 1353)]]"
car/train/images/00126.jpg,800,533,"[['car', (44, 123, 778, 487)]]"
car/train/images/00127.jpg,620,387,"[['car', (69, 103, 537, 322)]]"
car/train/images/00128.jpg,438,329,"[['car', (86, 78, 355, 284)]]"
car/train/images/00129.jpg,607,348,"[['car', (50, 80, 592, 273)]]"
car/train/images/00130.jpg,640,480,"[['car', (95, 161, 543, 368)]]"
car/train/images/00131.jpg,960,720,"[['car', (275, 195, 863, 474)]]"
car/train/images/00132.jpg,640,480,"[['car', (99, 78, 557, 389)]]"
car/train/images/00133.jpg,480,360,"[['car', (11, 126, 426, 360)]]"
car/train/images/00134.jpg,270,187,"[['car', (1, 2, 267, 185)]]"
car/train/images/00135.jpg,3264,2448,"[['car', (19, 735, 2669, 2192)]]"
car/train/images/00136.jpg,300,225,"[['car', (21, 35, 279, 195)]]"
car/train/images/00137.jpg,640,480,"[['car', (45, 99, 593, 403)]]"
car/train/images/00138.jpg,1600,1051,"[['car', (130, 282, 1425, 900)]]"
car/train/images/00139.jpg,800,535,"[['car', (72, 215, 628, 481)]]"
car/train/images/00140.jpg,640,480,"[['car', (62, 95, 633, 434)]]"
car/train/images/00141.jpg,480,360,"[['car', (13, 106, 476, 260)]]"
car/train/images/00142.jpg,1024,683,"[['car', (78, 300, 952, 633)]]"
car/train/images/00143.jpg,665,429,"[['car', (72, 51, 566, 412)]]"
car/train/images/00144.jpg,355,266,"[['car', (66, 59, 283, 202)]]"
car/train/images/00145.jpg,1500,938,"[['car', (135, 36, 1181, 885)]]"
car/train/images/00146.jpg,300,166,"[['car', (2, 5, 298, 162)]]"
car/train/images/00147.jpg,787,346,"[['car', (8, 12, 770, 309)]]"
car/train/images/00148.jpg,640,480,"[['car', (24, 78, 608, 379)]]"
car/train/images/00149.jpg,282,179,"[['car', (34, 1, 242, 179)]]"
car/train/images/00150.jpg,608,456,"[['car', (11, 208, 596, 386)]]"
car/train/images/00151.jpg,300,182,"[['car', (8, 37, 294, 150)]]"
car/train/images/00152.jpg,630,335,"[['car', (23, 66, 499, 311)]]"
car/train/images/00153.jpg,640,480,"[['car', (6, 138, 627, 361)]]"
car/train/images/00154.jpg,400,260,"[['car', (17, 105, 385, 243)]]"
car/train/images/00155.jpg,1600,1200,"[['car', (76, 4, 1585, 1120)]]"
car/train/images/00156.jpg,250,166,"[['car', (22, 21, 211, 139)]]"
car/train/images/00157.jpg,1024,768,"[['car', (32, 130, 973, 661)]]"
car/train/images/00158.jpg,1280,960,"[['car', (75, 236, 1196, 846)]]"
car/train/images/00159.jpg,1024,768,"[['car', (37, 139, 988, 694)]]"
car/train/images/00160.jpg,625,350,"[['car', (114, 46, 546, 287)]]"
car/train/images/00161.jpg,640,480,"[['car', (12, 83, 629, 354)]]"
car/train/images/00162.jpg,600,450,"[['car', (38, 66, 548, 385)]]"
car/train/images/00163.jpg,700,525,"[['car', (46, 84, 661, 428)]]"
car/train/images/00164.jpg,259,194,"[['car', (13, 29, 239, 174)]]"
car/train/images/00165.jpg,500,221,"[['car', (27, 65, 490, 220)]]"
car/train/images/00166.jpg,424,360,"[['car', (4, 69, 402, 245)]]"
car/train/images/00167.jpg,440,275,"[['car', (19, 27, 429, 258)]]"
car/train/images/00168.jpg,640,480,"[['car', (110, 96, 565, 389)]]"
car/train/images/00169.jpg,140,104,"[['car', (2, 22, 140, 81)]]"
car/train/images/00170.jpg,640,480,"[['car', (48, 71, 615, 453)]]"
car/train/images/00171.jpg,300,183,"[['car', (41, 42, 262, 170)]]"
car/train/images/00172.jpg,500,305,"[['car', (6, 108, 493, 267)]]"
car/train/images/00173.jpg,530,398,"[['car', (26, 61, 508, 342)]]"
car/train/images/00174.jpg,259,194,"[['car', (13, 29, 249, 159)]]"
car/train/images/00175.jpg,800,533,"[['car', (69, 120, 739, 502)]]"
car/train/images/00176.jpg,1024,768,"[['car', (45, 85, 1005, 558)]]"
car/train/images/00177.jpg,700,326,"[['car', (98, 22, 650, 302)]]"
car/train/images/00178.jpg,300,168,"[['car', (5, 28, 285, 148)]]"
car/train/images/00179.jpg,640,480,"[['car', (42, 113, 601, 439)]]"
car/train/images/00180.jpg,300,189,"[['car', (3, 40, 297, 157)]]"
car/train/images/00181.jpg,1024,768,"[['car', (84, 256, 913, 752)]]"
car/train/images/00182.jpg,1024,733,"[['car', (43, 226, 1001, 630)]]"
car/train/images/00183.jpg,200,150,"[['car', (2, 9, 196, 125)]]"
car/train/images/00184.jpg,640,426,"[['car', (34, 51, 604, 344)]]"
car/train/images/00185.jpg,640,480,"[['car', (24, 35, 620, 438)]]"
car/train/images/00186.jpg,266,199,"[['car', (6, 72, 255, 178)]]"
car/train/images/00187.jpg,1600,1200,"[['car', (4, 408, 1600, 934)]]"
car/train/images/00188.jpg,1280,853,"[['car', (25, 162, 1241, 764)]]"
car/train/images/00189.jpg,640,480,"[['car', (18, 15, 583, 421)]]"
car/train/images/00190.jpg,1280,960,"[['car', (198, 416, 1271, 935)]]"
car/train/images/00191.jpg,750,469,"[['car', (129, 75, 654, 422)]]"
car/train/images/00192.jpg,300,225,"[['car', (37, 24, 259, 212)]]"
car/train/images/00193.jpg,1024,768,"[['car', (82, 107, 990, 723)]]"
car/train/images/00194.jpg,1280,782,"[['car', (187, 327, 1211, 769)]]"
car/train/images/00195.jpg,1440,1080,"[['car', (150, 339, 1313, 771)]]"
car/train/images/00196.jpg,300,225,"[['car', (26, 46, 266, 213)]]"
car/train/images/00197.jpg,540,436,"[['car', (47, 102, 492, 371)]]"
car/train/images/00198.jpg,600,450,"[['car', (91, 121, 574, 357)]]"
car/train/images/00199.jpg,1600,1200,"[['car', (151, 298, 1285, 835)]]"
car/train/images/00200.jpg,340,255,"[['car', (30, 55, 301, 187)]]"
car/train/images/00201.jpg,400,200,"[['car', (21, 1, 386, 200)]]"
car/train/images/00202.jpg,1600,1067,"[['car', (233, 217, 1228, 807)]]"
car/train/images/00203.jpg,960,640,"[['car', (30, 167, 945, 545)]]"
car/train/images/00204.jpg,300,169,"[['car', (11, 61, 284, 151)]]"
car/train/images/00205.jpg,640,426,"[['car', (29, 70, 612, 356)]]"
car/train/images/00206.jpg,640,480,"[['car', (117, 222, 558, 434)]]"
car/train/images/00207.jpg,470,372,"[['car', (31, 119, 438, 258)]]"
car/train/images/00208.jpg,376,282,"[['car', (26, 151, 360, 256)]]"
car/train/images/00209.jpg,1000,667,"[['car', (58, 136, 973, 636)]]"
car/train/images/00210.jpg,640,480,"[['car', (8, 80, 639, 366)]]"
car/train/images/00211.jpg,608,397,"[['car', (11, 47, 598, 365)]]"
car/train/images/00212.jpg,259,194,"[['car', (8, 20, 254, 155)]]"
car/train/images/00213.jpg,300,225,"[['car', (37, 62, 261, 191)]]"
car/train/images/00214.jpg,1024,768,"[['car', (70, 78, 915, 640)]]"
car/train/images/00215.jpg,259,194,"[['car', (38, 50, 221, 138)]]"
car/train/images/00216.jpg,144,108,"[['car', (21, 45, 133, 88)]]"
car/train/images/00217.jpg,640,480,"[['car', (45, 39, 594, 444)]]"
car/train/images/00218.jpg,400,300,"[['car', (39, 94, 337, 245)]]"
car/train/images/00219.jpg,640,359,"[['car', (89, 1, 597, 316)]]"
car/train/images/00220.jpg,480,360,"[['car', (16, 103, 462, 347)]]"
car/train/images/00221.jpg,500,331,"[['car', (29, 21, 477, 299)]]"
car/train/images/00222.jpg,620,388,"[['car', (89, 58, 545, 338)]]"
car/train/images/00223.jpg,500,333,"[['car', (42, 115, 299, 288)]]"
car/train/images/00224.jpg,200,150,"[['car', (19, 10, 177, 134)]]"
car/train/images/00225.jpg,465,342,"[['car', (20, 50, 463, 313)]]"
car/train/images/00226.jpg,259,194,"[['car', (46, 15, 202, 156)]]"
car/train/images/00227.jpg,640,480,"[['car', (36, 63, 613, 397)]]"
car/train/images/00228.jpg,964,536,"[['car', (237, 156, 896, 365)]]"
car/train/images/00229.jpg,259,194,"[['car', (5, 46, 255, 138)]]"
car/train/images/00230.jpg,3699,2775,"[['car', (223, 542, 3692, 2478)]]"
car/train/images/00231.jpg,640,480,"[['car', (73, 109, 606, 374)]]"
car/train/images/00232.jpg,600,444,"[['car', (15, 110, 544, 381)]]"
car/train/images/00233.jpg,1600,1067,"[['car', (276, 124, 1495, 951)]]"
car/train/images/00234.jpg,1504,1000,"[['car', (99, 364, 1211, 954)]]"
car/train/images/00235.jpg,640,480,"[['car', (59, 63, 549, 404)]]"
car/train/images/00236.jpg,600,450,"[['car', (19, 138, 571, 424)]]"
car/train/images/00237.jpg,400,300,"[['car', (11, 10, 396, 265)]]"
car/train/images/00238.jpg,600,399,"[['car', (163, 91, 527, 346)]]"
car/train/images/00239.jpg,259,194,"[['car', (4, 19, 255, 172)]]"
car/train/images/00240.jpg,300,225,"[['car', (45, 60, 251, 171)]]"
car/train/images/00241.jpg,1024,768,"[['car', (32, 59, 1011, 709)]]"
car/train/images/00242.jpg,280,210,"[['car', (10, 53, 273, 167)]]"
car/train/images/00243.jpg,750,469,"[['car', (270, 228, 727, 416)]]"
car/train/images/00244.jpg,480,360,"[['car', (21, 93, 479, 331)]]"
car/train/images/00245.jpg,556,283,"[['car', (22, 59, 536, 238)]]"
car/train/images/00246.jpg,1280,1024,"[['car', (1, 317, 1280, 945)]]"
car/train/images/00247.jpg,900,540,"[['car', (47, 125, 850, 468)]]"
car/train/images/00248.jpg,595,445,"[['car', (52, 167, 508, 387)]]"
car/train/images/00249.jpg,640,480,"[['car', (6, 155, 631, 450)]]"
car/train/images/00250.jpg,259,194,"[['car', (11, 35, 246, 186)]]"
car/train/images/00251.jpg,3264,2448,"[['car', (576, 466, 2994, 1953)]]"
car/train/images/00252.jpg,275,183,"[['car', (37, 50, 253, 158)]]"
car/train/images/00253.jpg,640,480,"[['car', (51, 105, 579, 335)]]"
car/train/images/00254.jpg,300,161,"[['car', (21, 11, 296, 141)]]"
car/train/images/00255.jpg,791,422,"[['car', (29, 78, 734, 396)]]"
car/train/images/00256.jpg,986,603,"[['car', (85, 215, 776, 511)]]"
car/train/images/00257.jpg,640,480,"[['car', (23, 146, 617, 329)]]"
car/train/images/00258.jpg,259,194,"[['car', (34, 86, 227, 166)]]"
car/train/images/00259.jpg,2592,1944,"[['car', (75, 254, 2514, 1929)]]"
car/train/images/00260.jpg,720,518,"[['car', (28, 164, 698, 417)]]"
car/train/images/00261.jpg,400,269,"[['car', (32, 79, 378, 221)]]"
car/train/images/00262.jpg,587,391,"[['car', (158, 132, 501, 293)]]"
car/train/images/00263.jpg,1111,740,"[['car', (177, 299, 730, 673)]]"
car/train/images/00264.jpg,500,375,"[['car', (42, 72, 472, 299)]]"
car/train/images/00265.jpg,400,266,"[['car', (15, 74, 387, 195)]]"
car/train/images/00266.jpg,800,600,"[['car', (22, 300, 786, 552)]]"
car/train/images/00267.jpg,640,425,"[['car', (25, 133, 620, 374)]]"
car/train/images/00268.jpg,640,426,"[['car', (49, 53, 596, 398)]]"
car/train/images/00269.jpg,640,480,"[['car', (29, 192, 605, 391)]]"
car/train/images/00270.jpg,375,224,"[['car', (15, 70, 357, 186)]]"
car/train/images/00271.jpg,144,108,"[['car', (11, 23, 141, 80)]]"
car/train/images/00272.jpg,600,331,"[['car', (8, 1, 590, 327)]]"
car/train/images/00273.jpg,480,360,"[['car', (37, 65, 458, 321)]]"
car/train/images/00274.jpg,500,334,"[['car', (31, 69, 435, 310)]]"
car/train/images/00275.jpg,600,375,"[['car', (165, 183, 495, 358)]]"
car/train/images/00276.jpg,640,480,"[['car', (75, 93, 529, 360)]]"
car/train/images/00277.jpg,1024,768,"[['car', (72, 193, 926, 613)]]"
car/train/images/00278.jpg,259,194,"[['car', (1, 38, 251, 135)]]"
car/train/images/00279.jpg,576,352,"[['car', (16, 31, 553, 297)]]"
car/train/images/00280.jpg,267,189,"[['car', (3, 33, 261, 176)]]"
car/train/images/00281.jpg,587,390,"[['car', (214, 240, 387, 342)]]"
car/train/images/00282.jpg,480,360,"[['car', (20, 97, 460, 356)]]"
car/train/images/00283.jpg,786,492,"[['car', (112, 190, 664, 342)]]"
car/train/images/00284.jpg,1024,768,"[['car', (49, 101, 942, 619)]]"
car/train/images/00285.jpg,640,305,"[['car', (7, 20, 634, 298)]]"
car/train/images/00286.jpg,1024,768,"[['car', (116, 143, 769, 713)]]"
car/train/images/00287.jpg,1280,960,"[['car', (56, 299, 1266, 721)]]"
car/train/images/00288.jpg,300,156,"[['car', (60, 46, 258, 138)]]"
car/train/images/00289.jpg,800,533,"[['car', (205, 197, 741, 425)]]"
car/train/images/00290.jpg,800,532,"[['car', (68, 30, 620, 506)]]"
car/train/images/00291.jpg,600,600,"[['car', (27, 147, 573, 471)]]"
car/train/images/00292.jpg,960,300,"[['car', (133, 73, 806, 251)]]"
car/train/images/00293.jpg,1000,441,"[['car', (24, 27, 936, 380)]]"
car/train/images/00294.jpg,640,480,"[['car', (11, 141, 629, 386)]]"
car/train/images/00295.jpg,640,480,"[['car', (150, 114, 524, 433)]]"
car/train/images/00296.jpg,640,480,"[['car', (18, 115, 618, 456)]]"
car/train/images/00297.jpg,640,480,"[['car', (56, 157, 639, 455)]]"
car/train/images/00298.jpg,409,271,"[['car', (49, 67, 362, 245)]]"
car/train/images/00299.jpg,1024,768,"[['car', (24, 66, 982, 711)]]"
car/train/images/00300.jpg,1024,768,"[['car', (41, 103, 994, 692)]]"
car/train/images/00301.jpg,300,241,"[['car', (52, 36, 247, 189)]]"
car/train/images/00302.jpg,300,189,"[['car', (1, 37, 296, 171)]]"
car/train/images/00303.jpg,300,225,"[['car', (6, 47, 297, 193)]]"
car/train/images/00304.jpg,264,191,"[['car', (14, 29, 235, 168)]]"
car/train/images/00305.jpg,200,134,"[['car', (37, 21, 169, 122)]]"
car/train/images/00306.jpg,640,480,"[['car', (37, 125, 582, 456)]]"
car/train/images/00307.jpg,1280,960,"[['car', (171, 63, 1187, 894)]]"
car/train/images/00308.jpg,800,480,"[['car', (16, 136, 775, 418)]]"
car/train/images/00309.jpg,640,480,"[['car', (50, 122, 589, 338)]]"
car/train/images/00310.jpg,424,360,"[['car', (36, 43, 407, 319)]]"
car/train/images/00311.jpg,280,280,"[['car', (1, 69, 280, 228)]]"
car/train/images/00312.jpg,640,480,"[['car', (53, 79, 627, 464)]]"
car/train/images/00313.jpg,500,334,"[['car', (13, 44, 477, 289)]]"
car/train/images/00314.jpg,640,480,"[['car', (33, 71, 615, 435)]]"
car/train/images/00315.jpg,2100,1386,"[['car', (555, 278, 1543, 1207)]]"
car/train/images/00316.jpg,292,210,"[['car', (10, 29, 276, 164)]]"
car/train/images/00317.jpg,300,224,"[['car', (2, 48, 300, 202)]]"
car/train/images/00318.jpg,625,416,"[['car', (73, 159, 445, 376)]]"
car/train/images/00319.jpg,575,431,"[['car', (38, 8, 564, 402)]]"
car/train/images/00320.jpg,514,300,"[['car', (42, 17, 440, 282)]]"
car/train/images/00321.jpg,640,480,"[['car', (42, 63, 593, 397)]]"
car/train/images/00322.jpg,1024,768,"[['car', (9, 304, 1009, 677)]]"
car/train/images/00323.jpg,800,536,"[['car', (161, 263, 632, 415)]]"
car/train/images/00324.jpg,210,131,"[['car', (15, 26, 199, 123)]]"
car/train/images/00325.jpg,300,200,"[['car', (12, 21, 285, 142)]]"
car/train/images/00326.jpg,450,261,"[['car', (29, 28, 432, 249)]]"
car/train/images/00327.jpg,550,366,"[['car', (2, 6, 546, 298)]]"
car/train/images/00328.jpg,300,199,"[['car', (41, 49, 244, 176)]]"
car/train/images/00329.jpg,700,500,"[['car', (10, 105, 660, 475)]]"
car/train/images/00330.jpg,500,333,"[['car', (168, 92, 333, 305)]]"
car/train/images/00331.jpg,640,480,"[['car', (26, 81, 596, 391)]]"
car/train/images/00332.jpg,660,396,"[['car', (76, 247, 396, 396)]]"
car/train/images/00333.jpg,500,354,"[['car', (30, 110, 472, 316)]]"
car/train/images/00334.jpg,1440,900,"[['car', (179, 300, 1403, 894)]]"
car/train/images/00335.jpg,259,194,"[['car', (23, 31, 236, 176)]]"
car/train/images/00336.jpg,1920,1080,"[['car', (309, 598, 1767, 995)]]"
car/train/images/00337.jpg,550,368,"[['car', (45, 55, 530, 308)]]"
car/train/images/00338.jpg,480,360,"[['car', (14, 129, 441, 360)]]"
car/train/images/00339.jpg,276,183,"[['car', (39, 5, 234, 174)]]"
car/train/images/00340.jpg,600,406,"[['car', (139, 152, 488, 305)]]"
car/train/images/00341.jpg,1024,768,"[['car', (62, 116, 974, 610)]]"
car/train/images/00342.jpg,630,473,"[['car', (152, 195, 502, 436)]]"
car/train/images/00343.jpg,800,600,"[['car', (63, 36, 760, 504)]]"
car/train/images/00344.jpg,800,537,"[['car', (36, 59, 770, 397)]]"
car/train/images/00345.jpg,259,194,"[['car', (26, 13, 234, 194)]]"
car/train/images/00346.jpg,2992,2013,"[['car', (112, 21, 2859, 1928)]]"
car/train/images/00347.jpg,1024,768,"[['car', (100, 190, 907, 691)]]"
car/train/images/00348.jpg,540,295,"[['car', (14, 59, 522, 266)]]"
car/train/images/00349.jpg,1000,752,"[['car', (42, 82, 956, 685)]]"
car/train/images/00350.jpg,259,194,"[['car', (17, 52, 247, 158)]]"
car/train/images/00351.jpg,500,321,"[['car', (13, 108, 454, 305)]]"
car/train/images/00352.jpg,480,360,"[['car', (107, 40, 433, 240)]]"
car/train/images/00353.jpg,500,312,"[['car', (3, 60, 499, 289)]]"
car/train/images/00354.jpg,1024,685,"[['car', (44, 212, 984, 596)]]"
car/train/images/00355.jpg,1024,768,"[['car', (28, 93, 1011, 675)]]"
car/train/images/00356.jpg,1600,1200,"[['car', (187, 313, 1381, 1087)]]"
car/train/images/00357.jpg,440,317,"[['car', (31, 47, 415, 255)]]"
car/train/images/00358.jpg,620,465,"[['car', (53, 116, 562, 353)]]"
car/train/images/00359.jpg,640,480,"[['car', (27, 71, 630, 422)]]"
car/train/images/00360.jpg,259,194,"[['car', (12, 23, 245, 176)]]"
car/train/images/00361.jpg,960,720,"[['car', (17, 64, 941, 620)]]"
car/train/images/00362.jpg,640,480,"[['car', (108, 121, 539, 357)]]"
